open_time,open,high,low,close,volume,target_price,return_1d,ma_3d,ma_7d,vol_3d
2024-01-08,2220.87,2359.63,2165.43,2331.11,3478939.516,2344.44,0.0496382048476498,2243.3866666666668,2274.2785714285715,61.28666666666671
2024-01-09,2331.12,2377.36,2222.44,2344.44,4370510.933,2585.82,0.005718305871451834,2264.1133333333332,2270.9199999999996,101.96666666666685
2024-01-10,2344.33,2645.65,2336.28,2585.82,7740895.596,2618.59,0.10295848902083238,2298.806666666667,2269.1357142857146,135.3466666666668
2024-01-11,2585.81,2691.9,2565.69,2618.59,5161427.019,2523.3,0.012672962541862898,2420.456666666667,2322.7685714285717,219.49666666666675
2024-01-12,2618.6,2719.89,2458.38,2523.3,6484996.966,2578.5,-0.03638981283820686,2516.2833333333333,2372.874285714286,196.83333333333334
2024-01-13,2523.3,2591.29,2497.79,2578.5,2509197.587,2474.36,0.02187611461181782,2575.903333333333,2409.2128571428575,232.36333333333323
2024-01-14,2578.51,2579.13,2470.0,2474.36,2126298.888,2512.21,-0.04038782237735117,2573.4633333333336,2457.5185714285717,160.4066666666666
2024-01-15,2474.3,2555.0,2472.04,2512.21,1818558.839,2587.4,0.0152968848510322,2525.3866666666668,2493.7314285714288,154.71333333333328
2024-01-16,2512.2,2613.8,2500.0,2587.4,2456630.069,2530.62,0.029929822745709878,2521.69,2519.6028571428574,95.19666666666672
2024-01-17,2587.4,2593.01,2505.76,2530.62,2299529.287,2471.29,-0.021944809461235337,2524.6566666666668,2554.3114285714287,101.96333333333344
2024-01-18,2530.61,2549.99,2428.22,2471.29,2928749.65,2492.46,-0.023444847507725353,2543.4100000000003,2546.425714285714,94.67000000000007
2024-01-19,2471.29,2505.16,2415.55,2492.46,2594474.775,2472.27,0.008566376265027653,2529.77,2525.382857142857,107.60666666666673
2024-01-20,2492.46,2492.46,2453.79,2472.27,938896.162,2457.02,-0.008100430899593225,2498.1233333333334,2520.977142857143,99.54333333333322
2024-01-21,2472.26,2482.7,2451.0,2457.02,708291.369,2314.33,-0.006168420115925888,2478.6733333333336,2505.8014285714285,83.34999999999991
2024-01-22,2457.02,2466.46,2302.21,2314.33,3645112.961,2241.67,-0.05807441534867441,2473.9166666666665,2503.324285714286,53.32666666666652
2024-01-23,2314.33,2351.76,2167.5,2241.67,4379161.194,2234.62,-0.031395695514468525,2414.54,2475.055714285714,78.20666666666664
2024-01-24,2241.67,2264.44,2195.0,2234.62,2256073.0,2218.02,-0.0031449767360941516,2337.6733333333336,2425.6657142857143,126.73666666666668
2024-01-25,2234.62,2242.55,2169.04,2218.02,2082826.704,2266.72,-0.007428556085598448,2263.54,2383.38,139.31666666666675
2024-01-26,2218.01,2281.96,2195.15,2266.72,2261609.947,2266.99,0.021956519778901784,2231.4366666666665,2347.1985714285715,109.07000000000016
2024-01-27,2266.73,2283.35,2250.33,2266.99,944833.561,2256.0,0.00011911484435667141,2239.7866666666664,2314.9500000000003,76.58666666666674
2024-01-28,2267.0,2308.0,2236.56,2256.0,1596669.122,2316.52,-0.004847837881949091,2250.5766666666664,2285.6242857142856,64.44666666666672
2024-01-29,2256.0,2322.53,2232.0,2316.52,1959261.39,2341.95,0.026826241134751738,2263.236666666666,2256.907142857143,63.75666666666666
2024-01-30,2316.53,2392.84,2295.1,2341.95,2383935.871,2282.0,0.010977673406661559,2279.8366666666666,2257.22,64.99666666666674
2024-01-31,2341.96,2351.23,2261.88,2282.0,2607909.368,2303.33,-0.025598326181173747,2304.8233333333333,2271.5457142857144,86.57000000000016
2024-02-01,2281.99,2311.51,2237.0,2303.33,1894237.423,2307.99,0.009347063978965897,2313.49,2278.3142857142857,92.54000000000012
2024-02-02,2303.32,2324.9,2280.05,2307.99,1514215.851,2295.42,0.0020231577759157737,2309.093333333333,2290.5014285714287,87.20000000000012
2024-02-03,2308.0,2330.45,2291.0,2295.42,938282.273,2288.66,-0.005446297427631697,2297.773333333333,2296.397142857143,69.57000000000001
2024-02-04,2295.41,2311.0,2261.51,2288.66,1193801.655,2300.83,-0.002944994815763713,2302.2466666666664,2300.4585714285718,52.936666666666646
2024-02-05,2288.66,2338.0,2267.62,2300.83,1689233.364,2371.74,0.005317522043466472,2297.3566666666666,2305.1242857142856,44.5966666666665
2024-02-06,2300.83,2392.0,2297.74,2371.74,2197507.85,2424.22,0.030819313030514994,2294.97,2302.882857142857,53.10666666666657
2024-02-07,2371.74,2445.0,2352.06,2424.22,2154502.953,2418.76,0.02212721461880318,2320.41,2307.138571428571,71.37666666666671
2024-02-08,2424.21,2463.28,2410.16,2418.76,1910078.832,2485.24,-0.002252270833504988,2365.596666666667,2327.4557142857143,85.86000000000013
2024-02-09,2418.77,2528.66,2418.26,2485.24,2908524.98,2499.2,0.027485157684102424,2404.9066666666663,2343.945714285714,80.10666666666687
2024-02-10,2485.24,2516.12,2470.04,2499.2,1320062.188,2506.1,0.0056171637346895675,2442.74,2369.2671428571425,85.48666666666668
2024-02-11,2499.2,2539.2,2492.16,2506.1,1521963.675,2660.91,0.0027608834827144157,2467.733333333333,2398.378571428571,69.86666666666663
2024-02-12,2506.11,2667.74,2470.05,2660.91,3172400.237,2640.83,0.06177327321335935,2496.8466666666664,2429.441428571429,67.83999999999985
2024-02-13,2660.91,2688.8,2585.7,2640.83,3319971.574,2776.14,-0.007546290554734991,2555.403333333333,2480.8814285714284,96.9366666666665
2024-02-14,2640.88,2788.88,2619.12,2776.14,2845619.643,2824.54,0.05123767906302179,2602.6133333333332,2519.3228571428567,115.94333333333331
2024-02-15,2776.14,2870.98,2758.57,2824.54,3444416.851,2803.69,0.01743427925104646,2692.6266666666666,2569.597142857143,156.85000000000005
2024-02-16,2824.53,2859.83,2732.7,2803.69,2736822.77,2787.43,-0.007381732954746534,2747.1699999999996,2627.565714285714,128.4233333333335
2024-02-17,2803.7,2806.09,2718.35,2787.43,1776912.75,2883.58,-0.005799499944715847,2801.4566666666665,2673.058571428571,136.4333333333334
2024-02-18,2787.44,2899.0,2764.8,2883.58,2111668.519,2946.55,0.03449413976315108,2805.22,2714.2342857142858,109.0933333333334
2024-02-19,2883.56,2988.22,2856.4,2946.55,2893244.938,3017.21,0.02183743818447903,2824.9,2768.16,116.35666666666673
2024-02-20,2946.55,3036.83,2873.6,3017.21,4598117.415,2969.65,0.02398058746669829,2872.52,2808.9657142857145,117.91999999999992
2024-02-21,3017.22,3020.0,2867.87,2969.65,4069738.764,2972.8,-0.015762906791373488,2949.1133333333332,2862.7342857142858,143.08333333333317
2024-02-22,2969.65,3044.0,2907.16,2972.8,4052804.255,2923.35,0.0010607310625831978,2977.8033333333333,2890.378571428571,149.05999999999995
2024-02-23,2972.8,2996.0,2906.62,2923.35,2501284.482,2994.39,-0.016634149623250938,2986.5533333333333,2911.558571428572,150.73333333333343
2024-02-24,2923.36,3009.29,2907.16,2994.39,1450354.218,3115.24,0.024300887680229755,2955.2666666666664,2928.652857142857,126.11666666666679
2024-02-25,2994.39,3131.0,2985.23,3115.24,2955696.567,3178.6,0.04035880429736949,2963.513333333334,2958.218571428571,109.45000000000012
2024-02-26,3115.24,3200.0,3037.25,3178.6,3828384.516,3244.98,0.02033872189622632,3010.9933333333333,2991.3128571428574,112.42666666666673
