open_time,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2025-12-31 00:00:00.000,2972.23,3027.73,2957.59,2970.4,2411514.797,2025-12-31 23:59:59.999,7193092989.15502,3583480,1225250.687,3654995109.20560,0
2026-01-01 00:00:00.000,2970.4,3008.56,2970.0,3002.49,1078103.921,2026-01-01 23:59:59.999,3220483557.50709,1630690,550885.733,1645834079.99837,0
2026-01-02 00:00:00.000,3002.5,3149.0,2990.67,3123.89,4632283.725,2026-01-02 23:59:59.999,14228422818.66765,6758855,2432922.278,7473068821.19214,0
2026-01-03 00:00:00.000,3123.88,3135.0,3074.52,3125.47,1466597.6,2026-01-03 23:59:59.999,4554177757.17688,2161378,732141.212,2273579378.51877,0
2026-01-04 00:00:00.000,3125.46,3165.99,3115.0,3143.32,1887902.79,2026-01-04 23:59:59.999,5929565719.69330,2979127,961167.329,3019537463.90454,0
2026-01-05 00:00:00.000,3143.33,3266.0,3131.47,3223.71,4530955.5,2026-01-05 23:59:59.999,14424880063.24923,6670366,2232185.506,7108904731.95913,0
2026-01-06 00:00:00.000,3223.72,3308.0,3180.71,3295.46,4587035.481,2026-01-06 23:59:59.999,14910247560.18325,6400806,2313597.952,7521324645.53855,0
2026-01-07 00:00:00.000,3295.46,3295.79,3123.01,3167.52,4540326.148,2026-01-07 23:59:59.999,14508108836.34791,6023266,2236762.783,7143624613.66279,0
2026-01-08 00:00:00.000,3167.53,3183.68,3052.43,3105.45,4244975.433,2026-01-08 23:59:59.999,13204555285.32681,6093127,2089609.996,6502261518.04549,0
2026-01-09 00:00:00.000,3105.44,3148.0,3056.79,3087.15,3688956.785,2026-01-09 23:59:59.999,11437273391.87188,5807706,1848776.518,5732705819.72973,0
2026-01-10 00:00:00.000,3087.16,3102.75,3077.08,3085.47,690476.319,2026-01-10 23:59:59.999,2133355612.35137,1071426,343282.457,1060720669.43963,0
2026-01-11 00:00:00.000,3085.47,3147.0,3083.23,3122.0,1514111.583,2026-01-11 23:59:59.999,4715974738.78988,2132706,764318.012,2381095642.09964,0
2026-01-12 00:00:00.000,3122.0,3170.88,3061.35,3093.84,3879346.739,2026-01-12 23:59:59.999,12097803440.06908,5697955,1873635.665,5843077274.56559,0
2026-01-13 00:00:00.000,3093.85,3383.63,3090.18,3324.69,4721555.817,2026-01-13 23:59:59.999,15083497161.28831,6720342,2508370.062,8021329958.94001,0
2026-01-14 00:00:00.000,3324.68,3403.77,3280.0,3353.27,4884153.834,2026-01-14 23:59:59.999,16313326709.51153,7698663,2426903.605,8108771379.77599,0
2026-01-15 00:00:00.000,3353.28,3383.07,3266.0,3317.0,4131982.824,2026-01-15 23:59:59.999,13732434224.86740,6747187,2039698.931,6781589808.15577,0
2026-01-16 00:00:00.000,3317.0,3325.34,3251.42,3294.77,2550182.156,2026-01-16 23:59:59.999,8390347154.81726,4174866,1234592.198,4062422043.96325,0
2026-01-17 00:00:00.000,3294.77,3328.36,3282.39,3308.87,1148627.857,2026-01-17 23:59:59.999,3798184016.12259,1576756,598226.674,1978355245.17910,0
2026-01-18 00:00:00.000,3308.86,3367.98,3277.42,3282.77,1816518.47,2026-01-18 23:59:59.999,6038375566.59079,2658487,904733.798,3008560818.66779,0
2026-01-19 00:00:00.000,3282.77,3283.2,3165.0,3188.01,3565887.7,2026-01-19 23:59:59.999,11448614199.26060,5321611,1675225.090,5377676503.53394,0
2026-01-20 00:00:00.000,3188.01,3199.73,2910.0,2938.24,5863217.618,2026-01-20 23:59:59.999,17955207599.30427,8126065,2777012.404,8511074018.67183,0
2026-01-21 00:00:00.000,2938.25,3069.34,2864.29,2980.66,6529694.517,2026-01-21 23:59:59.999,19336222914.17360,9670117,3207296.315,9500387581.38072,0
2026-01-22 00:00:00.000,2980.67,3037.49,2904.11,2951.21,3511036.223,2026-01-22 23:59:59.999,10424393737.03718,6462621,1715504.129,5093717871.42792,0
2026-01-23 00:00:00.000,2951.21,3020.45,2890.2,2955.08,3421101.166,2026-01-23 23:59:59.999,10092253959.87801,6487691,1709424.251,5043879876.57048,0
2026-01-24 00:00:00.000,2955.08,2968.75,2942.0,2952.09,782585.277,2026-01-24 23:59:59.999,2314502464.82381,1450206,377606.015,1116878452.98185,0
2026-01-25 00:00:00.000,2952.09,2959.27,2784.15,2815.49,3639269.207,2026-01-25 23:59:59.999,10425054712.51541,5810665,1687751.135,4836294975.52802,0
2026-01-26 00:00:00.000,2815.49,2898.02,2810.72,2864.87,979768.033,2026-01-26 23:59:59.999,2802302080.05066,1469000,550997.348,1575967870.03524,0
